x y z
4.473684210526315042e+00 -2.894736842105263275e+00 2.839335180055400798e+01
5.000000000000000000e+00 -2.894736842105263275e+00 3.337950138504155007e+01
-5.000000000000000000e+00 -2.368421052631579204e+00 3.060941828254847863e+01
-4.473684210526315930e+00 -2.368421052631579204e+00 2.562326869806094365e+01
-3.947368421052631859e+00 -2.368421052631579204e+00 2.119113573407202722e+01
-3.421052631578947345e+00 -2.368421052631579204e+00 1.731301939058171868e+01
-2.894736842105263275e+00 -2.368421052631579204e+00 1.398891966759002869e+01
-2.368421052631579204e+00 -2.368421052631579204e+00 1.121883656509695548e+01
-1.842105263157894690e+00 -2.368421052631579204e+00 9.002770083102493714e+00
-1.315789473684210620e+00 -2.368421052631579204e+00 7.340720221606649609e+00
-7.894736842105265495e-01 -2.368421052631579204e+00 6.232686980609419614e+00
-2.631578947368424792e-01 -2.368421052631579204e+00 5.678670360110804616e+00
2.631578947368415911e-01 -2.368421052631579204e+00 5.678670360110804616e+00
7.894736842105256613e-01 -2.368421052631579204e+00 6.232686980609418725e+00
1.315789473684210620e+00 -2.368421052631579204e+00 7.340720221606649609e+00
1.842105263157894690e+00 -2.368421052631579204e+00 9.002770083102493714e+00
2.368421052631578760e+00 -2.368421052631579204e+00 1.121883656509695371e+01
2.894736842105262831e+00 -2.368421052631579204e+00 1.398891966759002869e+01
3.421052631578946901e+00 -2.368421052631579204e+00 1.731301939058171513e+01
3.947368421052631859e+00 -2.368421052631579204e+00 2.119113573407202722e+01
4.473684210526315042e+00 -2.368421052631579204e+00 2.562326869806093654e+01
5.000000000000000000e+00 -2.368421052631579204e+00 3.060941828254847863e+01
-5.000000000000000000e+00 -1.842105263157894690e+00 2.839335180055401509e+01
-4.473684210526315930e+00 -1.842105263157894690e+00 2.340720221606648010e+01
-3.947368421052631859e+00 -1.842105263157894690e+00 1.897506925207756368e+01
-3.421052631578947345e+00 -1.842105263157894690e+00 1.509695290858725691e+01
-2.894736842105263275e+00 -1.842105263157894690e+00 1.177285318559556870e+01
-2.368421052631579204e+00 -1.842105263157894690e+00 9.002770083102493714e+00
-1.842105263157894690e+00 -1.842105263157894690e+00 6.786703601108032835e+00
-1.315789473684210620e+00 -1.842105263157894690e+00 5.124653739612188730e+00
-7.894736842105265495e-01 -1.842105263157894690e+00 4.016620498614958734e+00
-2.631578947368424792e-01 -1.842105263157894690e+00 3.462603878116343292e+00
2.631578947368415911e-01 -1.842105263157894690e+00 3.462603878116342848e+00
7.894736842105256613e-01 -1.842105263157894690e+00 4.016620498614956958e+00
1.315789473684210620e+00 -1.842105263157894690e+00 5.124653739612188730e+00
1.842105263157894690e+00 -1.842105263157894690e+00 6.786703601108032835e+00
2.368421052631578760e+00 -1.842105263157894690e+00 9.002770083102491938e+00
2.894736842105262831e+00 -1.842105263157894690e+00 1.177285318559556693e+01
3.421052631578946901e+00 -1.842105263157894690e+00 1.509695290858725514e+01
3.947368421052631859e+00 -1.842105263157894690e+00 1.897506925207756368e+01
4.473684210526315042e+00 -1.842105263157894690e+00 2.340720221606647300e+01
5.000000000000000000e+00 -1.842105263157894690e+00 2.839335180055401509e+01
-5.000000000000000000e+00 -1.315789473684210620e+00 2.673130193905817364e+01
-4.473684210526315930e+00 -1.315789473684210620e+00 2.174515235457063866e+01
-3.947368421052631859e+00 -1.315789473684210620e+00 1.731301939058172223e+01
-3.421052631578947345e+00 -1.315789473684210620e+00 1.343490304709141192e+01
-2.894736842105263275e+00 -1.315789473684210620e+00 1.011080332409972371e+01
-2.368421052631579204e+00 -1.315789473684210620e+00 7.340720221606649609e+00
-1.842105263157894690e+00 -1.315789473684210620e+00 5.124653739612188730e+00
-1.315789473684210620e+00 -1.315789473684210620e+00 3.462603878116344180e+00
-7.894736842105265495e-01 -1.315789473684210620e+00 2.354570637119114185e+00
-2.631578947368424792e-01 -1.315789473684210620e+00 1.800554016620499187e+00
2.631578947368415911e-01 -1.315789473684210620e+00 1.800554016620498743e+00
7.894736842105256613e-01 -1.315789473684210620e+00 2.354570637119112853e+00
1.315789473684210620e+00 -1.315789473684210620e+00 3.462603878116344180e+00
1.842105263157894690e+00 -1.315789473684210620e+00 5.124653739612188730e+00
2.368421052631578760e+00 -1.315789473684210620e+00 7.340720221606647833e+00
2.894736842105262831e+00 -1.315789473684210620e+00 1.011080332409972193e+01
3.421052631578946901e+00 -1.315789473684210620e+00 1.343490304709141014e+01
3.947368421052631859e+00 -1.315789473684210620e+00 1.731301939058172223e+01
4.473684210526315042e+00 -1.315789473684210620e+00 2.174515235457063156e+01
5.000000000000000000e+00 -1.315789473684210620e+00 2.673130193905817364e+01
-5.000000000000000000e+00 -7.894736842105265495e-01 2.562326869806094365e+01
-4.473684210526315930e+00 -7.894736842105265495e-01 2.063711911357340867e+01
-3.947368421052631859e+00 -7.894736842105265495e-01 1.620498614958449224e+01
-3.421052631578947345e+00 -7.894736842105265495e-01 1.232686980609418193e+01
-2.894736842105263275e+00 -7.894736842105265495e-01 9.002770083102493714e+00
-2.368421052631579204e+00 -7.894736842105265495e-01 6.232686980609419614e+00
-1.842105263157894690e+00 -7.894736842105265495e-01 4.016620498614958734e+00
-1.315789473684210620e+00 -7.894736842105265495e-01 2.354570637119114185e+00
-7.894736842105265495e-01 -7.894736842105265495e-01 1.246537396121884411e+00
-2.631578947368424792e-01 -7.894736842105265495e-01 6.925207756232693024e-01
2.631578947368415911e-01 -7.894736842105265495e-01 6.925207756232687473e-01
7.894736842105256613e-01 -7.894736842105265495e-01 1.246537396121882857e+00
1.315789473684210620e+00 -7.894736842105265495e-01 2.354570637119114185e+00
1.842105263157894690e+00 -7.894736842105265495e-01 4.016620498614958734e+00
2.368421052631578760e+00 -7.894736842105265495e-01 6.232686980609417837e+00
2.894736842105262831e+00 -7.894736842105265495e-01 9.002770083102491938e+00
3.421052631578946901e+00 -7.894736842105265495e-01 1.232686980609418015e+01
3.947368421052631859e+00 -7.894736842105265495e-01 1.620498614958449224e+01
4.473684210526315042e+00 -7.894736842105265495e-01 2.063711911357340156e+01
5.000000000000000000e+00 -7.894736842105265495e-01 2.562326869806094365e+01
-5.000000000000000000e+00 -2.631578947368424792e-01 2.506925207756232865e+01
-4.473684210526315930e+00 -2.631578947368424792e-01 2.008310249307479367e+01
-3.947368421052631859e+00 -2.631578947368424792e-01 1.565096952908587546e+01
-3.421052631578947345e+00 -2.631578947368424792e-01 1.177285318559556693e+01
-2.894736842105263275e+00 -2.631578947368424792e-01 8.448753462603878717e+00
-2.368421052631579204e+00 -2.631578947368424792e-01 5.678670360110804616e+00
-1.842105263157894690e+00 -2.631578947368424792e-01 3.462603878116343292e+00
-1.315789473684210620e+00 -2.631578947368424792e-01 1.800554016620499187e+00
-7.894736842105265495e-01 -2.631578947368424792e-01 6.925207756232693024e-01
-2.631578947368424792e-01 -2.631578947368424792e-01 1.385041551246541380e-01
2.631578947368415911e-01 -2.631578947368424792e-01 1.385041551246536662e-01
7.894736842105256613e-01 -2.631578947368424792e-01 6.925207756232678591e-01
1.315789473684210620e+00 -2.631578947368424792e-01 1.800554016620499187e+00
1.842105263157894690e+00 -2.631578947368424792e-01 3.462603878116343292e+00
2.368421052631578760e+00 -2.631578947368424792e-01 5.678670360110802839e+00
2.894736842105262831e+00 -2.631578947368424792e-01 8.448753462603876940e+00
3.421052631578946901e+00 -2.631578947368424792e-01 1.177285318559556515e+01
3.947368421052631859e+00 -2.631578947368424792e-01 1.565096952908587546e+01
4.473684210526315042e+00 -2.631578947368424792e-01 2.008310249307478657e+01
5.000000000000000000e+00 -2.631578947368424792e-01 2.506925207756232865e+01
-5.000000000000000000e+00 2.631578947368415911e-01 2.506925207756232510e+01
-4.473684210526315930e+00 2.631578947368415911e-01 2.008310249307479012e+01
-3.947368421052631859e+00 2.631578947368415911e-01 1.565096952908587546e+01
-3.421052631578947345e+00 2.631578947368415911e-01 1.177285318559556693e+01
-2.894736842105263275e+00 2.631578947368415911e-01 8.448753462603878717e+00
-2.368421052631579204e+00 2.631578947368415911e-01 5.678670360110804616e+00
-1.842105263157894690e+00 2.631578947368415911e-01 3.462603878116342848e+00
-1.315789473684210620e+00 2.631578947368415911e-01 1.800554016620498743e+00
-7.894736842105265495e-01 2.631578947368415911e-01 6.925207756232687473e-01
-2.631578947368424792e-01 2.631578947368415911e-01 1.385041551246536662e-01
2.631578947368415911e-01 2.631578947368415911e-01 1.385041551246531943e-01
7.894736842105256613e-01 2.631578947368415911e-01 6.925207756232674150e-01
1.315789473684210620e+00 2.631578947368415911e-01 1.800554016620498743e+00
1.842105263157894690e+00 2.631578947368415911e-01 3.462603878116342848e+00
2.368421052631578760e+00 2.631578947368415911e-01 5.678670360110802839e+00
2.894736842105262831e+00 2.631578947368415911e-01 8.448753462603876940e+00
3.421052631578946901e+00 2.631578947368415911e-01 1.177285318559556515e+01
3.947368421052631859e+00 2.631578947368415911e-01 1.565096952908587546e+01
4.473684210526315042e+00 2.631578947368415911e-01 2.008310249307478301e+01
5.000000000000000000e+00 2.631578947368415911e-01 2.506925207756232510e+01
-5.000000000000000000e+00 7.894736842105256613e-01 2.562326869806094010e+01
-4.473684210526315930e+00 7.894736842105256613e-01 2.063711911357340512e+01
-3.947368421052631859e+00 7.894736842105256613e-01 1.620498614958448869e+01
-3.421052631578947345e+00 7.894736842105256613e-01 1.232686980609418015e+01
-2.894736842105263275e+00 7.894736842105256613e-01 9.002770083102491938e+00
-2.368421052631579204e+00 7.894736842105256613e-01 6.232686980609418725e+00
-1.842105263157894690e+00 7.894736842105256613e-01 4.016620498614956958e+00
-1.315789473684210620e+00 7.894736842105256613e-01 2.354570637119112853e+00
-7.894736842105265495e-01 7.894736842105256613e-01 1.246537396121882857e+00
-2.631578947368424792e-01 7.894736842105256613e-01 6.925207756232678591e-01
2.631578947368415911e-01 7.894736842105256613e-01 6.925207756232674150e-01
7.894736842105256613e-01 7.894736842105256613e-01 1.246537396121881525e+00
1.315789473684210620e+00 7.894736842105256613e-01 2.354570637119112853e+00
1.842105263157894690e+00 7.894736842105256613e-01 4.016620498614956958e+00
2.368421052631578760e+00 7.894736842105256613e-01 6.232686980609416949e+00
2.894736842105262831e+00 7.894736842105256613e-01 9.002770083102490162e+00
3.421052631578946901e+00 7.894736842105256613e-01 1.232686980609417837e+01
3.947368421052631859e+00 7.894736842105256613e-01 1.620498614958448869e+01
4.473684210526315042e+00 7.894736842105256613e-01 2.063711911357339801e+01
5.000000000000000000e+00 7.894736842105256613e-01 2.562326869806094010e+01
-5.000000000000000000e+00 1.315789473684210620e+00 2.673130193905817364e+01
-4.473684210526315930e+00 1.315789473684210620e+00 2.174515235457063866e+01
-3.947368421052631859e+00 1.315789473684210620e+00 1.731301939058172223e+01
-3.421052631578947345e+00 1.315789473684210620e+00 1.343490304709141192e+01
-2.894736842105263275e+00 1.315789473684210620e+00 1.011080332409972371e+01
-2.368421052631579204e+00 1.315789473684210620e+00 7.340720221606649609e+00
-1.842105263157894690e+00 1.315789473684210620e+00 5.124653739612188730e+00
-1.315789473684210620e+00 1.315789473684210620e+00 3.462603878116344180e+00
-7.894736842105265495e-01 1.315789473684210620e+00 2.354570637119114185e+00
-2.631578947368424792e-01 1.315789473684210620e+00 1.800554016620499187e+00
2.631578947368415911e-01 1.315789473684210620e+00 1.800554016620498743e+00
7.894736842105256613e-01 1.315789473684210620e+00 2.354570637119112853e+00
1.315789473684210620e+00 1.315789473684210620e+00 3.462603878116344180e+00
1.842105263157894690e+00 1.315789473684210620e+00 5.124653739612188730e+00
2.368421052631578760e+00 1.315789473684210620e+00 7.340720221606647833e+00
2.894736842105262831e+00 1.315789473684210620e+00 1.011080332409972193e+01
3.421052631578946901e+00 1.315789473684210620e+00 1.343490304709141014e+01
3.947368421052631859e+00 1.315789473684210620e+00 1.731301939058172223e+01
4.473684210526315042e+00 1.315789473684210620e+00 2.174515235457063156e+01
5.000000000000000000e+00 1.315789473684210620e+00 2.673130193905817364e+01
-5.000000000000000000e+00 1.842105263157894690e+00 2.839335180055401509e+01
-4.473684210526315930e+00 1.842105263157894690e+00 2.340720221606648010e+01
-3.947368421052631859e+00 1.842105263157894690e+00 1.897506925207756368e+01
-3.421052631578947345e+00 1.842105263157894690e+00 1.509695290858725691e+01
-2.894736842105263275e+00 1.842105263157894690e+00 1.177285318559556870e+01
-2.368421052631579204e+00 1.842105263157894690e+00 9.002770083102493714e+00
-1.842105263157894690e+00 1.842105263157894690e+00 6.786703601108032835e+00
-1.315789473684210620e+00 1.842105263157894690e+00 5.124653739612188730e+00
-7.894736842105265495e-01 1.842105263157894690e+00 4.016620498614958734e+00
-2.631578947368424792e-01 1.842105263157894690e+00 3.462603878116343292e+00
2.631578947368415911e-01 1.842105263157894690e+00 3.462603878116342848e+00
7.894736842105256613e-01 1.842105263157894690e+00 4.016620498614956958e+00
1.315789473684210620e+00 1.842105263157894690e+00 5.124653739612188730e+00
1.842105263157894690e+00 1.842105263157894690e+00 6.786703601108032835e+00
2.368421052631578760e+00 1.842105263157894690e+00 9.002770083102491938e+00
2.894736842105262831e+00 1.842105263157894690e+00 1.177285318559556693e+01
3.421052631578946901e+00 1.842105263157894690e+00 1.509695290858725514e+01
3.947368421052631859e+00 1.842105263157894690e+00 1.897506925207756368e+01
4.473684210526315042e+00 1.842105263157894690e+00 2.340720221606647300e+01
5.000000000000000000e+00 1.842105263157894690e+00 2.839335180055401509e+01
-5.000000000000000000e+00 2.368421052631578760e+00 3.060941828254847508e+01
-4.473684210526315930e+00 2.368421052631578760e+00 2.562326869806094010e+01
-3.947368421052631859e+00 2.368421052631578760e+00 2.119113573407202367e+01
-3.421052631578947345e+00 2.368421052631578760e+00 1.731301939058171513e+01
-2.894736842105263275e+00 2.368421052631578760e+00 1.398891966759002869e+01
-2.368421052631579204e+00 2.368421052631578760e+00 1.121883656509695371e+01
-1.842105263157894690e+00 2.368421052631578760e+00 9.002770083102491938e+00
-1.315789473684210620e+00 2.368421052631578760e+00 7.340720221606647833e+00
-7.894736842105265495e-01 2.368421052631578760e+00 6.232686980609417837e+00
-2.631578947368424792e-01 2.368421052631578760e+00 5.678670360110802839e+00
2.631578947368415911e-01 2.368421052631578760e+00 5.678670360110802839e+00
7.894736842105256613e-01 2.368421052631578760e+00 6.232686980609416949e+00
1.315789473684210620e+00 2.368421052631578760e+00 7.340720221606647833e+00
1.842105263157894690e+00 2.368421052631578760e+00 9.002770083102491938e+00
2.368421052631578760e+00 2.368421052631578760e+00 1.121883656509695193e+01
2.894736842105262831e+00 2.368421052631578760e+00 1.398891966759002514e+01
3.421052631578946901e+00 2.368421052631578760e+00 1.731301939058171513e+01
3.947368421052631859e+00 2.368421052631578760e+00 2.119113573407202367e+01
4.473684210526315042e+00 2.368421052631578760e+00 2.562326869806093299e+01
5.000000000000000000e+00 2.368421052631578760e+00 3.060941828254847508e+01
-5.000000000000000000e+00 2.894736842105262831e+00 3.337950138504155007e+01
-4.473684210526315930e+00 2.894736842105262831e+00 2.839335180055401509e+01
-3.947368421052631859e+00 2.894736842105262831e+00 2.396121883656509866e+01
-3.421052631578947345e+00 2.894736842105262831e+00 2.008310249307479012e+01
-2.894736842105263275e+00 2.894736842105262831e+00 1.675900277008310013e+01
-2.368421052631579204e+00 2.894736842105262831e+00 1.398891966759002869e+01
-1.842105263157894690e+00 2.894736842105262831e+00 1.177285318559556693e+01
-1.315789473684210620e+00 2.894736842105262831e+00 1.011080332409972193e+01
-7.894736842105265495e-01 2.894736842105262831e+00 9.002770083102491938e+00
-2.631578947368424792e-01 2.894736842105262831e+00 8.448753462603876940e+00
2.631578947368415911e-01 2.894736842105262831e+00 8.448753462603876940e+00
7.894736842105256613e-01 2.894736842105262831e+00 9.002770083102490162e+00
1.315789473684210620e+00 2.894736842105262831e+00 1.011080332409972193e+01
1.842105263157894690e+00 2.894736842105262831e+00 1.177285318559556693e+01
2.368421052631578760e+00 2.894736842105262831e+00 1.398891966759002514e+01
2.894736842105262831e+00 2.894736842105262831e+00 1.675900277008310013e+01
3.421052631578946901e+00 2.894736842105262831e+00 2.008310249307479012e+01
3.947368421052631859e+00 2.894736842105262831e+00 2.396121883656509866e+01
4.473684210526315042e+00 2.894736842105262831e+00 2.839335180055400798e+01
5.000000000000000000e+00 2.894736842105262831e+00 3.337950138504155007e+01
-5.000000000000000000e+00 3.421052631578946901e+00 3.670360110803324005e+01
-4.473684210526315930e+00 3.421052631578946901e+00 3.171745152354570507e+01
-3.947368421052631859e+00 3.421052631578946901e+00 2.728531855955678509e+01
-3.421052631578947345e+00 3.421052631578946901e+00 2.340720221606648010e+01
-2.894736842105263275e+00 3.421052631578946901e+00 2.008310249307479012e+01
-2.368421052631579204e+00 3.421052631578946901e+00 1.731301939058171513e+01
-1.842105263157894690e+00 3.421052631578946901e+00 1.509695290858725514e+01
-1.315789473684210620e+00 3.421052631578946901e+00 1.343490304709141014e+01
-7.894736842105265495e-01 3.421052631578946901e+00 1.232686980609418015e+01
-2.631578947368424792e-01 3.421052631578946901e+00 1.177285318559556515e+01
2.631578947368415911e-01 3.421052631578946901e+00 1.177285318559556515e+01
7.894736842105256613e-01 3.421052631578946901e+00 1.232686980609417837e+01
1.315789473684210620e+00 3.421052631578946901e+00 1.343490304709141014e+01
1.842105263157894690e+00 3.421052631578946901e+00 1.509695290858725514e+01
2.368421052631578760e+00 3.421052631578946901e+00 1.731301939058171513e+01
2.894736842105262831e+00 3.421052631578946901e+00 2.008310249307479012e+01
3.421052631578946901e+00 3.421052631578946901e+00 2.340720221606647655e+01
3.947368421052631859e+00 3.421052631578946901e+00 2.728531855955678509e+01
4.473684210526315042e+00 3.421052631578946901e+00 3.171745152354569797e+01
5.000000000000000000e+00 3.421052631578946901e+00 3.670360110803324005e+01
-5.000000000000000000e+00 3.947368421052631859e+00 4.058171745152354504e+01
-4.473684210526315930e+00 3.947368421052631859e+00 3.559556786703601006e+01
-3.947368421052631859e+00 3.947368421052631859e+00 3.116343490304709718e+01
-3.421052631578947345e+00 3.947368421052631859e+00 2.728531855955678864e+01
-2.894736842105263275e+00 3.947368421052631859e+00 2.396121883656510221e+01
-2.368421052631579204e+00 3.947368421052631859e+00 2.119113573407202722e+01
-1.842105263157894690e+00 3.947368421052631859e+00 1.897506925207756368e+01
-1.315789473684210620e+00 3.947368421052631859e+00 1.731301939058172223e+01
-7.894736842105265495e-01 3.947368421052631859e+00 1.620498614958449224e+01
-2.631578947368424792e-01 3.947368421052631859e+00 1.565096952908587546e+01
2.631578947368415911e-01 3.947368421052631859e+00 1.565096952908587546e+01
7.894736842105256613e-01 3.947368421052631859e+00 1.620498614958448869e+01
1.315789473684210620e+00 3.947368421052631859e+00 1.731301939058172223e+01
1.842105263157894690e+00 3.947368421052631859e+00 1.897506925207756368e+01
2.368421052631578760e+00 3.947368421052631859e+00 2.119113573407202367e+01
2.894736842105262831e+00 3.947368421052631859e+00 2.396121883656509866e+01
3.421052631578946901e+00 3.947368421052631859e+00 2.728531855955678509e+01
3.947368421052631859e+00 3.947368421052631859e+00 3.116343490304709718e+01
4.473684210526315042e+00 3.947368421052631859e+00 3.559556786703601006e+01
5.000000000000000000e+00 3.947368421052631859e+00 4.058171745152354504e+01
-5.000000000000000000e+00 4.473684210526315042e+00 4.501385041551245791e+01
-4.473684210526315930e+00 4.473684210526315042e+00 4.002770083102492293e+01
-3.947368421052631859e+00 4.473684210526315042e+00 3.559556786703601006e+01
-3.421052631578947345e+00 4.473684210526315042e+00 3.171745152354569797e+01
-2.894736842105263275e+00 4.473684210526315042e+00 2.839335180055400798e+01
-2.368421052631579204e+00 4.473684210526315042e+00 2.562326869806093654e+01
-1.842105263157894690e+00 4.473684210526315042e+00 2.340720221606647300e+01
-1.315789473684210620e+00 4.473684210526315042e+00 2.174515235457063156e+01
-7.894736842105265495e-01 4.473684210526315042e+00 2.063711911357340156e+01
-2.631578947368424792e-01 4.473684210526315042e+00 2.008310249307478657e+01
2.631578947368415911e-01 4.473684210526315042e+00 2.008310249307478301e+01
7.894736842105256613e-01 4.473684210526315042e+00 2.063711911357339801e+01
1.315789473684210620e+00 4.473684210526315042e+00 2.174515235457063156e+01
1.842105263157894690e+00 4.473684210526315042e+00 2.340720221606647300e+01
2.368421052631578760e+00 4.473684210526315042e+00 2.562326869806093299e+01
2.894736842105262831e+00 4.473684210526315042e+00 2.839335180055400798e+01
3.421052631578946901e+00 4.473684210526315042e+00 3.171745152354569797e+01
